"ordinal","reviewClass","lane","id","team","slug","assetIndex","assetType","splitMode","reason","before","splitParts","existingPartMatches","projectedPartsToCreate","projectedNetAssetChange","warnings","originalRisks"
"264","manual","CDEL_manual_original_has_transaction_or_sentence_context","CLE-2025-0467","cleveland-browns","2025-5th-round-pick-166th-overall-subsequently-traded-tory-horton-and-a-2027-5th","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","2025 5th round pick (166th overall subsequently traded, Tory Horton) and a 2027 5th round pick","2025 5th round pick (166th overall subsequently traded, Tory Horton) || a 2027 5th round pick","","2","1","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"265","manual","CDEL_manual_original_has_transaction_or_sentence_context","CLE-2025-0467","houston-texans","2025-5th-round-pick-166th-overall-subsequently-traded-tory-horton-and-a-2027-5th","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","2025 6th round pick (179th overall subsequently traded, Ollie Gordon), 2025 6th round pick (216th overall subsequently traded, Jeremy Crawshaw) and 2025 7th round pick (255th overall, Luke Lachey)","2025 6th round pick (179th overall subsequently traded, Ollie Gordon) || 2025 6th round pick (216th overall subsequently traded, Jeremy Crawshaw) || 2025 7th round pick (255th overall, Luke Lachey)","","3","2","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"266","manual","CDEL_manual_original_has_transaction_or_sentence_context","JAX-2025-0108","jacksonville-jaguars","travis-hunter-cleveland-browns-2025","0","pick","all","original text risks: word_glued_after_parenthetical","2025 1st round pick (2nd overall, Travis Hunter), 2025 4th round pick (104th overall, Bhayshul Tuten) and 2025 6th round pick (200th overall, Rayuan Lane)","2025 1st round pick (2nd overall, Travis Hunter) || 2025 4th round pick (104th overall, Bhayshul Tuten) || 2025 6th round pick (200th overall, Rayuan Lane)","","3","2","","word_glued_after_parenthetical"
"267","manual","CDEL_manual_original_has_transaction_or_sentence_context","JAX-2025-0108","cleveland-browns","travis-hunter-cleveland-browns-2025","0","pick","all","original text risks: word_glued_after_parenthetical","2025 1st round pick (5th overall, Mason Graham), 2025 2nd round pick (36th overall, Quinshon Judkins), 2025 4th round pick (126th overall, Dylan Sampson) and 2026 1st round pick (24th overall, KC Concepcion)","2025 1st round pick (5th overall, Mason Graham) || 2025 2nd round pick (36th overall, Quinshon Judkins) || 2025 4th round pick (126th overall, Dylan Sampson) || 2026 1st round pick (24th overall, KC Concepcion)","","4","3","","word_glued_after_parenthetical"
"268","manual","CDEL_manual_original_has_transaction_or_sentence_context","BUF-2025-0343","buffalo-bills","2025-2nd-round-pick-41st-overall-t-j-sanders-2025-3rd-round-pick-72nd-overall-la","0","pick","all","original text risks: word_glued_after_parenthetical|sentence_fragment_leak","2025 2nd round pick (41st overall, T.J. Sanders), 2025 3rd round pick (72nd overall, Landon Jackson) and 2025 7th round pick (240th overall, Kaden Prather)","2025 2nd round pick (41st overall, T.J. Sanders) || 2025 3rd round pick (72nd overall, Landon Jackson) || 2025 7th round pick (240th overall, Kaden Prather)","","3","2","","word_glued_after_parenthetical|sentence_fragment_leak"
"269","manual","CDEL_manual_original_has_transaction_or_sentence_context","BUF-2025-0343","chicago-bears","2025-2nd-round-pick-41st-overall-t-j-sanders-2025-3rd-round-pick-72nd-overall-la","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","2025 2nd round pick (56th overall, Ozzy Trapilo), 2025 2nd round pick (62nd overall, Shemar Turner) and 2025 4th round pick (109th overall subsequently traded, Deone Walker)","2025 2nd round pick (56th overall, Ozzy Trapilo) || 2025 2nd round pick (62nd overall, Shemar Turner) || 2025 4th round pick (109th overall subsequently traded, Deone Walker)","","3","2","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"270","manual","CDEL_manual_original_has_transaction_or_sentence_context","DEN-2025-04-25-0394","denver-broncos","2025-2nd-round-pick-57th-overall-subsequently-traded-tate-ratledge-2025-3rd-round-pick-74t","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","2025 2nd round pick (57th overall subsequently traded, Tate Ratledge), 2025 3rd round pick (74th overall, Pat Bryant), 2025 4th round pick (111th overall subsequently traded, Ty Robinson) and 2025 7th round pick (230th overall subsequently traded, Dan Jackson)","2025 2nd round pick (57th overall subsequently traded, Tate Ratledge) || 2025 3rd round pick (74th overall, Pat Bryant) || 2025 4th round pick (111th overall subsequently traded, Ty Robinson) || 2025 7th round pick (230th overall subsequently traded, Dan Jackson)","","4","3","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"271","manual","CDEL_manual_original_has_transaction_or_sentence_context","DEN-2025-04-25-0394","carolina-panthers","2025-2nd-round-pick-57th-overall-subsequently-traded-tate-ratledge-2025-3rd-round-pick-74t","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","2025 2nd round pick (51st overall, Nic Scourton), 2025 3rd round pick (85th overall subsequently traded, Nohl Williams), 2025 4th round pick (122nd overall, Lathan Ransom) and 2025 6th round pick (208th overall, Jimmy Horn)","2025 2nd round pick (51st overall, Nic Scourton) || 2025 3rd round pick (85th overall subsequently traded, Nohl Williams) || 2025 4th round pick (122nd overall, Lathan Ransom) || 2025 6th round pick (208th overall, Jimmy Horn)","","4","3","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"272","manual","CDEL_manual_original_has_transaction_or_sentence_context","DEN-2025-04-25-0396","philadelphia-eagles","2025-3rd-round-pick-101st-overall-sai-vion-jones-and-2025-4th-round-pick-134th-overall-qua","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","2025 4th round pick (111th overall, Ty Robinson), 2025 4th round pick (130th overall subsequently traded, Malachi Moore) and 2025 6th round pick (191st overall, Myles Hinton)","2025 4th round pick (111th overall, Ty Robinson) || 2025 4th round pick (130th overall subsequently traded, Malachi Moore) || 2025 6th round pick (191st overall, Myles Hinton)","","3","2","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"273","manual","CDEL_manual_original_has_transaction_or_sentence_context","JAX-2025-0109","jacksonville-jaguars","2025-3rd-round-pick-102nd-overall-subsequently-traded-detroit-lions-2025","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","2025 3rd round pick (102nd overall subsequently traded, Tai Felton), 2026 3rd round pick (81st overall, Albert Regis) and 2026 3rd round pick (100th overall, Jalen Huskey)","2025 3rd round pick (102nd overall subsequently traded, Tai Felton) || 2026 3rd round pick (81st overall, Albert Regis) || 2026 3rd round pick (100th overall, Jalen Huskey)","","3","2","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"274","manual","CDEL_manual_original_has_transaction_or_sentence_context","JAX-2025-0109","detroit-lions","2025-3rd-round-pick-102nd-overall-subsequently-traded-detroit-lions-2025","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","2025 3rd round pick (70th overall, Isaac TeSlaa), 2025 6th round pick (182nd overall subsequently traded, Andres Borregales) and 2026 6th round pick (213th overall subsequently traded, Jordan van den Berg)","2025 3rd round pick (70th overall, Isaac TeSlaa) || 2025 6th round pick (182nd overall subsequently traded, Andres Borregales) || 2026 6th round pick (213th overall subsequently traded, Jordan van den Berg)","","3","2","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"275","manual","CDEL_manual_original_has_transaction_or_sentence_context","JAX-2025-0110","houston-texans","2025-3rd-round-pick-89th-overall-houston-texans-2025","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak","2025 3rd round pick (102nd overall subsequently traded, Tai Felton), 2025 5th round pick (142nd overall subsequently traded, Rylie Mills)","2025 3rd round pick (102nd overall subsequently traded, Tai Felton) || 2025 5th round pick (142nd overall subsequently traded, Rylie Mills)","2025 3rd round pick (102nd overall subsequently traded, Tai Felton) => [1] 2025 3rd round pick (102nd overall subsequently traded, Tai Felton)","1","0","","explanatory_or_contingent|transaction_verb_leak"
"276","manual","CDEL_manual_original_has_transaction_or_sentence_context","PIT-2025-0390","pittsburgh-steelers","2026-3rd-round-pick-76th-overall-drew-allar-dallas-cowboys-2025","2","pick","all","original text risks: word_glued_after_parenthetical","2026 3rd round pick (76th overall, Drew Allar) and a 2027 5th round pick","2026 3rd round pick (76th overall, Drew Allar) || a 2027 5th round pick","2026 3rd round pick (76th overall, Drew Allar) => [0] 2026 3rd round pick (76th overall, Drew Allar)","1","0","","word_glued_after_parenthetical"
"277","manual","CDEL_manual_original_has_transaction_or_sentence_context","DEN-2025-08-20-0398","denver-broncos","2026-4th-round-pick-108th-overall-jonah-coleman-and-a-2027-7th-round-pick-new-orleans-sain","0","pick","all","original text risks: word_glued_after_parenthetical","2026 4th round pick (108th overall, Jonah Coleman) and a 2027 7th round pick","2026 4th round pick (108th overall, Jonah Coleman) || a 2027 7th round pick","","2","1","","word_glued_after_parenthetical"
"278","manual","CDEL_manual_original_has_transaction_or_sentence_context","MIN-2025-08-20-0322","minnesota-vikings","draft-pick-trade-new-york-jets-2025","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","2026 6th round pick (211th overall subsequently traded, Ryan Eckley) and a 2027 6th round pick","2026 6th round pick (211th overall subsequently traded, Ryan Eckley) || a 2027 6th round pick","","2","1","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"279","manual","CDEL_manual_original_has_transaction_or_sentence_context","MIN-2025-08-24-0323","minnesota-vikings","draft-pick-trade-philadelphia-eagles-2025","0","pick","all","original text risks: word_glued_after_parenthetical","2026 5th round pick (163rd overall, Charles Demmings) and a 2027 7th round pick","2026 5th round pick (163rd overall, Charles Demmings) || a 2027 7th round pick","","2","1","","word_glued_after_parenthetical"
"280","manual","CDEL_manual_original_has_transaction_or_sentence_context","MIN-2025-08-27-0325","minnesota-vikings","adam-thielen-carolina-panthers-2025","0","pick","all","original text risks: word_glued_after_parenthetical","Adam Thielen, 2026 7th round pick (235th overall, Gavin Gerhardt) and a 2027 5th round pick","Adam Thielen || 2026 7th round pick (235th overall, Gavin Gerhardt) || a 2027 5th round pick","","3","2","","word_glued_after_parenthetical"
"281","manual","CDEL_manual_original_has_transaction_or_sentence_context","MIN-2025-08-27-0325","carolina-panthers","adam-thielen-carolina-panthers-2025","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","2026 5th round pick (158th overall subsequently traded, Michael Taaffe) and a 2027 4th round pick","2026 5th round pick (158th overall subsequently traded, Michael Taaffe) || a 2027 4th round pick","","2","1","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"282","manual","CDEL_manual_original_has_transaction_or_sentence_context","DAL-2025-0352","dallas-cowboys","kenny-clark-2026-1st-round-pick-and-a-2027-1st-round-pick-green-bay-packers-2025","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","Kenny Clark, 2026 1st round pick (20th overall subsequently traded, Makai Lemon) and a 2027 1st round pick","Kenny Clark || 2026 1st round pick (20th overall subsequently traded, Makai Lemon) || a 2027 1st round pick","","3","2","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"283","manual","CDEL_manual_original_has_transaction_or_sentence_context","DAL-2025-0354","new-york-jets","quinnen-williams-new-york-jets-2025","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","Mazi Smith, 2026 2nd round pick (44th overall subsequently traded, Derrick Moore) and a 2027 1st round pick","Mazi Smith || 2026 2nd round pick (44th overall subsequently traded, Derrick Moore) || a 2027 1st round pick","","3","2","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
"284","manual","CDEL_manual_original_has_transaction_or_sentence_context","IND-2025-0388","new-york-jets","sauce-gardner-new-york-jets-2025","0","pick","all","original text risks: word_glued_after_parenthetical","Adonai Mitchell, 2026 1st round pick (16th overall, Kenyon Sadiq) and a 2027 1st round pick","Adonai Mitchell || 2026 1st round pick (16th overall, Kenyon Sadiq) || a 2027 1st round pick","","3","2","","word_glued_after_parenthetical"
"285","manual","CDEL_manual_original_has_transaction_or_sentence_context","NYG-2026-0314","cleveland-browns","2026-3rd-round-pick-74th-overall-malachi-fields-cleveland-browns-2026","0","pick","all","original text risks: explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical","2026 4th round pick (105th overall subsequently traded, Brenen Thompson), 2026 5th round pick (145th overall subsequently traded, Nick Barrett) and a 2027 4th round pick","2026 4th round pick (105th overall subsequently traded, Brenen Thompson) || 2026 5th round pick (145th overall subsequently traded, Nick Barrett) || a 2027 4th round pick","","3","2","","explanatory_or_contingent|transaction_verb_leak|word_glued_after_parenthetical"
